127,144,1
127,157.5,1
127.5,141,1
127.5,146,1
127.5,146.5,1
127.5,147,1
127.5,148,1
127.5,148.5,1
127.5,158.5,1
128.5,145,1
128.5,145.5,1
128.5,146,1
128.5,147.5,1
128.5,149,1
128.5,149.5,1
128.5,150,1
128.5,150.5,1
128.5,151,1
129,162,1
129,162.5,1
129,163,1
129.5,139,1
129.5,152.5,1
129.5,153.5,1
129.5,154,1
129.5,163,1
129.5,163.5,1
130,135,1
130,138,1
130,151,1
130,153.5,1
130,154,1
130,154.5,1
130,155,1
130,155.5,1
130,156,1
130,164,1
130,164.5,1
130.5,134,1
130.5,134.5,1
130.5,135,1
130.5,137.5,1
130.5,138,1
130.5,141,1
130.5,147,1
130.5,154,1
130.5,154.5,1
130.5,155,1
130.5,156,1
130.5,156.5,1
131,133.5,1
131,134,1
131,134.5,1
131,135.5,1
131,136.5,1
131,137,1
131,139.5,1
131,155,1
131,161.5,1
131,162,1
131,162.5,1
131.5,134,1
131.5,135,1
131.5,135.5,1
131.5,136,1
131.5,138,1
131.5,139,1
131.5,139.5,1
131.5,153,1
131.5,154,1
131.5,156,1
131.5,162.5,1
131.5,163,1
132,134.5,1
132,135,1
132,135.5,1
132,136.5,1
132,137,1
132,138,1
132,138.5,1
132,140,1
132,140.5,1
132,142,1
132,142.5,1
132,143,1
132,147.5,1
132,150,1
132,151,1
132,153,1
132,153.5,1
132,154,1
132,156.5,1
132,163.5,1
132.5,133.5,1
132.5,134.5,1
132.5,135,1
132.5,136,1
132.5,138,1
132.5,138.5,1
132.5,142,1
132.5,145,1
132.5,147.5,1
132.5,151,1
132.5,154.5,1
132.5,156.5,1
132.5,161.5,1
132.5,164,1
132.5,164.5,1
133,134,1
133,134.5,1
133,137,1
133,137.5,1
133,156,1
133,156.5,1
133,165,1
133.5,132,1
133.5,134,1
133.5,134.5,1
133.5,135,1
133.5,136.5,1
133.5,137,1
133.5,140.5,1
133.5,149.5,1
133.5,157,1
133.5,159,1
134,133.5,1
134,134,1
134,134.5,1
134,136,1
134,140,1
134,152.5,1
134,153.5,1
134,158,1
134.5,131,1
134.5,133.5,1
134.5,134,1
134.5,135,1
134.5,135.5,1
134.5,138.5,1
134.5,139.5,1
134.5,144,1
134.5,152.5,1
134.5,154,1
134.5,154.5,1
134.5,159.5,1
135,133,1
135,134.5,1
135,135,1
135,138.5,1
135,139,1
135,141,1
135,141.5,1
135,142,1
135,142.5,1
135,143,1
135,143.5,1
