"1 4.16641 -4.57451 18 28"
"1 14.3726 10.6275 8 18"
"1 3.68567 -2.89629 18 28"
"1 2.43372 -1.80707 45 57"
"1 14.0573 -7.60876 17 27"
"1 0 0 35 42"
"1 9.75303 -0.495902 16 28"
"1 12.227 -3.55866 23 33"
"1 9.19329 -2.06279 16 27"
"1 7.10218 -3.57928 22 34"
"1 16.4171 -2.71822 16 26"
"1 10.9572 -2.68438 21 31"
"1 5.75077 -6.69809 15 25"
"1 7.06923 -1.29852 19 30"
"1 13.5969 14.0212 13 25"
"1 1.7798 -1.10277 63 76"
"1 17.4565 -10.6283 35 45"
"1 14.4957 -10.9845 9 18"
"1 3.01315 -2.67804 25 36"
"1 4.77358 -2.1091 21 33"
"1 17.2052 -8.17102 10 19"
"1 19.6449 8.22397 18 28"
"1 11.4992 -8.46886 20 30"
"1 8.84012 -5.6948 23 34"
"1 14.4541 4.7633 11 21"
"1 21.2275 -7.64594 9 19"
"2 -0.0114098 -23.5781 18 27"
"2 9.13956 -6.26046 20 30"
"2 13.8114 8.65061 19 29"
"2 12.7046 18.6834 18 27"
"2 14.3947 -3.93111 27 36"
"2 9.42748 -3.24017 34 44"
"2 13.5388 4.83132 25 35"
"2 7.55797 -3.85509 17 28"
"2 2.1417 -3.02097 24 36"
"2 4.67711 2.80379 16 28"
"2 21.3686 3.21655 22 32"
"2 18.1877 -4.9288 16 24"
"2 3.67633 -2.34281 21 30"
"2 1.59328 0.0388913 16 28"
"2 11.3784 -6.05812 7 16"
"2 1.89198 -2.16473 15 26"
"2 16.791 11.8421 27 36"
"2 5.03484 -3.37703 15 26"
"2 13.3656 7.94146 23 33"
"2 13.2026 -3.30247 12 21"
"2 17.1131 -3.50713 20 30"
"2 22.1336 6.13752 11 21"
"2 20.5256 4.58384 24 34"
"2 19.2048 -3.46895 28 38"
"2 10.2265 -2.64309 21 31"
"3 -0.0251933 -17.6094 12 20"
"3 11.2124 -9.24332 21 30"
"3 6.75121 9.38683 20 30"
"3 22.4974 -7.41393 18 27"
"3 10.598 2.57445 31 40"
"3 21.2671 -6.32419 17 26"
"3 2.16721 3.89018 29 39"
"3 13.3482 -1.67699 16 26"
"3 20.0389 -2.91616 25 34"
"3 14.2185 -7.19981 16 24"
"3 12.9806 -0.710313 22 31"
"3 13.146 -7.41647 13 21"
"3 21.5745 -1.47667 15 24"
"3 9.78491 3.63277 35 44"
"3 12.6145 13.318 15 24"
"3 1.8017 1.32148 27 39"
"3 21.6293 -6.84795 15 24"
"3 5.11972 6.32916 43 53"
"3 17.1331 -8.84448 24 33"
"3 8.46096 3.73828 29 39"
"3 10.946 -17.6464 22 31"
"4 11.5144 -1.35392 7 29"
"4 11.8531 -1.41722 8 30"
"4 3.23274 -6.62872 25 51"
"4 8.76479 0.121068 19 35"
"4 11.6955 -1.28266 18 39"
"4 2.45134 -2.75474 33 52"
"4 3.90889 -4.17429 17 33"
"4 1.69117 -1.94593 33 51"
"4 10.3719 -4.15134 15 31"
"4 3.18023 -3.77691 22 38"
"4 11.4888 -4.34002 11 27"
"4 2.67346 1.82038 36 52"
"4 14.0408 -1.53988 8 24"
"4 4.1734 -0.498994 31 47"
"4 1.98924 -0.325044 39 65"
"4 10.3644 -1.7768 20 45"
"4 4.22528 -6.66401 25 54"
"4 5.88066 -2.50159 18 36"
"6 21.5356 -1.58299 9 18"
"6 11.6197 -15.543 22 30"
"6 1.8255 0.0979031 18 29"
"6 13.2668 7.29595 16 25"
"6 3.19237 -0.609348 41 51"
"6 17.786 -13.2904 16 25"
"6 11.4457 0.726003 36 45"
"6 15.5117 1.04476 15 24"
"6 6.50884 -6.12486 30 39"
"6 13.4762 2.65054 15 24"
"6 10.6062 0.631166 29 38"
"6 14.5052 7.00795 13 22"
"6 9.53927 0.380892 25 34"
"6 10.6761 -13.5493 12 22"
"6 18.1373 14.2196 7 16"
"6 18.4385 9.31148 12 21"
"6 2.68419 0.133442 37 48"
"6 13.776 3.64491 11 20"
"6 0 0 29 41"
"6 14.1478 -10.7451 10 19"
"6 12.7779 2.30644 22 31"
"6 5.81838 -4.58246 41 51"
"6 4.40551 -4.34473 36 46"
"6 3.86471 -1.39678 41 51"
"6 4.82095 1.32606 25 35"
"5 13.1409 12.0482 8 17"
"5 6.06456 7.23101 31 40"
"5 -0.0297814 -18.7031 10 18"
"5 -0.0330407 -20.75 10 19"
"5 13.4143 -16.5211 19 27"
"5 12.7588 -18.4188 18 26"
"5 18.7859 4.67695 17 26"
"5 2.15821 -0.578429 26 37"
"5 11.3187 -5.48591 17 26"
"5 12.3014 6.74924 24 33"
"5 14.0413 -18.6682 17 26"
"5 14.6535 6.26731 22 31"
"5 2.17418 -2.15682 16 27"
"5 6.79813 2.93903 44 54"
"5 18.6482 -7.00894 14 22"
"5 8.44152 -0.678626 35 45"
"5 10.3807 -3.44528 46 57"
"5 10.4922 -5.28931 23 31"
"5 3.63077 1.05609 46 57"
"5 8.10288 -14.8201 18 27"
"5 11.6822 5.91374 19 27"
"5 13.0257 7.27963 25 34"
"7 -0.00724865 -20.0625 14 25"
"7 13.3201 11.5419 9 19"
"7 3.97727 22.7328 17 27"
"7 8.66019 -5.30571 19 30"
"7 9.51429 -6.6252 29 40"
"7 7.52315 3.82016 27 38"
"7 15.8282 2.54317 15 26"
"7 7.13801 0.510669 25 37"
"7 8.86431 1.14142 33 44"
"7 3.34929 5.05333 22 34"
"7 18.3594 2.14567 13 22"
"7 14.9785 3.25522 20 30"
"7 16.2958 5.10958 10 21"
"7 2.49914 -7.30297 19 30"
"7 12.9238 2.62417 38 47"
"7 10.7344 0.0118936 25 36"
"7 14.0744 3.55185 21 32"
"7 0 0 27 42"
"7 20.8354 1.00051 6 17"
"7 13.0589 17.2563 7 16"
"8 18.9505 13.0062 7 16"
"8 14.3001 -6.92968 21 31"
"8 10.4849 -0.986624 21 30"
"8 6.13753 -0.650182 43 54"
"8 8.22517 7.28032 20 30"
"8 4.14505 0.594723 37 49"
"8 11.7828 -3.7824 17 28"
"8 8.18333 -0.915422 35 45"
"8 8.86549 7.66369 17 27"
"8 8.84115 -0.936591 30 41"
"8 1.9864 -1.35804 14 26"
"8 9.82495 -1.13794 25 36"
"8 13.0464 -2.87459 14 23"
"8 16.6372 -8.71432 21 30"
"8 13.2617 -3.7484 13 23"
"8 7.19583 -0.323994 40 51"
"8 16.0452 -6.02934 12 21"
"8 2.44103 1.84939 33 45"
"8 17.8928 -2.89174 11 21"
"8 13.4845 -6.53448 24 35"
"8 5.56022 -0.446614 48 59"
"8 6.69828 -0.696357 37 47"
"8 14.8874 -9.34649 7 16"
"8 0 0 26 40"
"9 8.19615 21.5235 15 27"
"9 13.4836 -9.37391 22 34"
"9 12.4802 4.35661 19 31"
"9 13.6236 6.53373 17 28"
"9 0 0 36 48"
"9 12.8393 5.46267 17 29"
"9 13.2652 6.04609 26 37"
"9 4.11177 6.51394 42 55"
"9 16.1663 8.26438 24 36"
"9 16.9228 3.72596 15 27"
"9 13.9936 7.82168 23 35"
"9 15.0962 13.5204 14 25"
"9 4.43637 5.75395 37 50"
"9 12.8093 14.4532 12 23"
"9 4.57998 6.80551 26 39"
"9 12.4359 2.43398 8 20"
"9 17.2121 -11.8665 8 19"
"9 5.17664 7.28569 23 36"
"9 3.86859 3.82105 33 47"
"10 -0.0276692 -19.9219 8 19"
"10 15.3469 -1.35109 14 24"
"10 19.8888 -10.2164 12 24"
"10 4.94012 -2.78664 30 42"
"10 9.29633 10.0887 12 22"
"10 4.69039 -6.76795 25 37"
"10 21.1327 0.579691 11 22"
"10 4.35621 -2.35731 16 29"
"10 23.5041 1.65726 11 22"
"10 6.5638 13.1392 15 27"
"10 21.4152 -3.11515 10 22"
"10 15.9907 -2.71017 26 38"
"10 0 0 30 44"
"10 7.35888 -10.981 15 26"
"10 14.5619 11.5368 20 30"
"10 17.4056 -2.67091 7 18"
"11 12.269 -19.9513 12 24"
"11 11.1863 11.7653 19 30"
"11 16.9021 9.27818 21 32"
"11 14.0603 -6.7433 19 30"
"11 7.98308 -3.5823 34 46"
"11 12.3717 -3.88966 51 62"
"11 5.08268 1.84225 29 42"
"11 1.44061 -1.34187 18 33"
"11 12.8431 -5.0833 25 36"
"11 2.14264 -3.72455 18 31"
"11 6.23982 -3.50379 24 37"
"11 21.1677 7.71919 16 27"
"11 8.83536 -3.69822 45 58"
"11 19.4387 7.6094 15 27"
"11 9.62307 -4.89582 32 43"
"11 17.9571 12.0211 15 27"
"11 15.977 -5.33353 25 37"
"11 17.6452 -5.66148 13 24"
"11 16.6277 -6.43143 20 32"
"11 14.2629 -3.93907 22 33"
"11 6.24059 5.10479 28 40"
